Account ID,Opportunity ID (18 Digit),Created Date,Account Name,Opportunity Name,Probability (%),Projected Annualized Revenue (converted) Currency,Projected Annualized Revenue (converted),Status,Stage,Business Unit,Region,Executive Synopsis,Product Family,Product Name,Rollup: Business Unit,Rollup: Team Lead,Primary Incumbent,Decision Date,Last Modified Date,Last Modified By,Rollup: Last Comment
001G000001jmn7A,0061600000mJ201AAC,12/23/2015,New York Life Insurance Co,NYLife DB/DC Callan RFP - 20 Apr 2015 S123.0,90,USD,52200,Active Client,Negotiating/Review,IIS Defined Benefit,Americas,"• New York Life have engaged with Callan (Bo Abesamis) to issue an RFP to cover their $8.8bn in Defined Benefit and Defined contribution plans. • Currently many of the functions are performed by a combination of New York Life treasury teams, New York Life Investment Management boutiques and external parties. They are looking to restructure both the investment and operational side and are looking for custodians to support this process. This has probably been triggered by the sale their retirement plan business. • Services we are looking to provide include Accounting solutions for the DB & DC plans, Benefits Payments, Risk and Performance Services, foreign exchange and cash services.",GS Performance Services,Performance - Monthly,IIS Defined Contribution;Retiree Services;IIS Defined Benefit;,Gregory Nikiforow;Christopher Madigan;Rich Protasewich;,In house,12/1/2017,10/23/2017,John Rensink,Final negotiation of fee language and contracts with expected execution on 12/1/17-Rich Protasewich 10/13/2017
001G000001jmr8f,0061M00000wb2HRQAY,11/2/2017,City University Of New York,IIS Cross Sell,90,USD,10930,Active Client,Negotiating/Review,IIS Endowments and Foundations,Americas,Monthly Performance Services and Ex-Post Risk,GS Performance Services,Performance - Monthly,IIS Endowments and Foundations;,Melissa Ahern;,Cambridge Associates LLC,11/10/2017,11/2/2017,Melissa Ahern,
001G000001jmowe,0061600000tEKesAAG,3/31/2017,State of Maryland Retirement System (MSRA),"Maryland New Revenue Feb. 10, 2017",90,USD,450000,Active Client,Negotiating/Review,IIS Public Funds,Americas,"As part of the Rebid, we have proposed increased fees and new product (Daily Pricing). This opportunity represents the new Revenue.",GS Performance Services,Performance - Daily,IIS Public Funds;,Keith Armstrong;,State Street Corporation,12/21/2017,10/24/2017,Keith Armstrong,Contract negotiations have begun. STT has submitted 15 items on their contract that we wish to negotiate. Maryland is reviewing. Next step: phone call to discuss the items.-Keith Armstrong 10/24/2017
001G000001jmqmA,0061600000pVzxfAAC,8/4/2016,Pantheon Ventures Inc,Pantheon Australia - 5 Aug 2016,90,USD,1,Active Client,Negotiating/Review,GS Australia / New Zealand,Americas,"Pantheon is a leading global investor in private equity, infrastructure and real assets. Through Affiliated Managers Group, Inc. (AMG) which is a global asset management company with investments in leading boutique investment management firms, Pantheon is looking to set up a Fund locally in Australia. They are looking to replicate a similar structure to what they have with State Street in the US – a Collective Investment Trust. In the US – State Street AIS manage the PE portfolio element of the Fund and USIS manage the liquid element (approx. 30%), strike the daily NAV and perform all the other requirements for a CIT. State Street have a significant relationship with Pantheon in the US and EMEA. Pantheon wants State Street to be the provider of choice.",GS Performance Services,Compliance Monitoring,GS Australia / New Zealand;,Margaux Blumenfeld;,None,11/30/2017,9/22/2017,Margaux Blumenfeld,
001G000001jmqmA,0061600000pVzxfAAC,8/4/2016,Pantheon Ventures Inc,Pantheon Australia - 5 Aug 2016,90,USD,1,Active Client,Negotiating/Review,GS Australia / New Zealand,Americas,"Pantheon is a leading global investor in private equity, infrastructure and real assets. Through Affiliated Managers Group, Inc. (AMG) which is a global asset management company with investments in leading boutique investment management firms, Pantheon is looking to set up a Fund locally in Australia. They are looking to replicate a similar structure to what they have with State Street in the US – a Collective Investment Trust. In the US – State Street AIS manage the PE portfolio element of the Fund and USIS manage the liquid element (approx. 30%), strike the daily NAV and perform all the other requirements for a CIT. State Street have a significant relationship with Pantheon in the US and EMEA. Pantheon wants State Street to be the provider of choice.",GS Performance Services,Performance - Monthly,GS Australia / New Zealand;,Margaux Blumenfeld;,None,11/30/2017,9/22/2017,Margaux Blumenfeld,
001G000001jmtBb,0061600000vSxk5AAC,8/9/2017,"Post Advisory Group, LLC",Post Advisory New Fund - POST GLOBAL SENIOR LOAN FUND,85,USD,8000,Active Client,Identified,Asset Manager - Core,Americas,Post is launching a new fund. Target launch date is 8/22/17,GS Performance Services,Performance - Monthly,Asset Manager - Core;,Christine McHugh;Geoffrey Brainard;,,11/30/2017,11/13/2017,Geoffrey Brainard,
001G000001jmtBb,0061600000vSxk5AAC,8/9/2017,"Post Advisory Group, LLC",Post Advisory New Fund - POST GLOBAL SENIOR LOAN FUND,85,USD,8000,Active Client,Identified,Asset Manager - Core,Americas,Post is launching a new fund. Target launch date is 8/22/17,GS Performance Services,Performance - Daily,Asset Manager - Core;,Christine McHugh;Geoffrey Brainard;,,11/30/2017,11/13/2017,Geoffrey Brainard,
001G000001jml9d,0061M00000wb27bQAA,11/2/2017,Franklin Templeton,Canadian ETF Attribution,85,USD,24000,Active Client,Solutioning,Asset Manager - Core,Americas,Launch of Emerging Markets Index (CAD ticker FLEM) and Global Dividend (CAD ticker FLGD) on January 19th. Franklin confirmed these funds require ETF attribution,GS Performance Services,Attribution - Portfolio,Asset Manager - Core;,Jason O'Neill;Dax Johnson;,N/A,1/31/2018,11/2/2017,Dax Johnson,
001G000001jml9d,0061600000w8YnIAAU,9/14/2017,Franklin Templeton,ETF Country Funds Attribution,80,USD,40000,Active Client,Solutioning,Asset Manager - Core,Americas,January launch of 4 country funds: India (FLIN); Russia (FLRU); Asia ex Japan (FLAX); Switzerland (FLCH),GS Performance Services,Attribution - Portfolio,Asset Manager - Core;,Jason O'Neill;Julie Fisher;Dax Johnson;,N/A,1/2/2018,9/18/2017,Jason O'Neill,
001G000001jmp15,0061M00000wak7HQAQ,10/30/2017,State Street Global Advisors,One State Street OCIO model Performance & Analytics - SSGA,80,USD,60000,Active Client,Negotiating/Review,Asset Manager - Core,Americas,"Performance and analytics solutions to support the SSgA OCIO business. Services in scope include monthly total level performance, ex-post risk, and plan attribution.",GS Performance Services,Attribution - Macro/Plan,Asset Manager - Core;,Dax Johnson;Karina Tanny;,State Street Global Advisors,12/29/2017,10/30/2017,Karina Tanny,
001G000001jmp15,0061M00000wak7HQAQ,10/30/2017,State Street Global Advisors,One State Street OCIO model Performance & Analytics - SSGA,80,USD,315000,Active Client,Negotiating/Review,Asset Manager - Core,Americas,"Performance and analytics solutions to support the SSgA OCIO business. Services in scope include monthly total level performance, ex-post risk, and plan attribution.",GS Performance Services,Performance - Monthly,Asset Manager - Core;,Dax Johnson;Karina Tanny;,State Street Global Advisors,12/29/2017,10/30/2017,Karina Tanny,
001G000001jmsg3,0061600000tlVr0AAE,5/5/2017,AQR Capital,Cross Sell,80,USD,208000,Active Client,Identified,IFS - Americas,Americas,Daily Performance,GS Performance Services,Performance - Daily,IFS - Americas;,Melissa Ahern;,AQR Capital,10/31/2017,10/2/2017,Mekedes Solomon,
001G000001jmqAo,0061M00000wb1zaQAA,11/2/2017,Providence College,Performance,80,USD,22387,Active Client,Negotiating/Review,IIS Endowments and Foundations,Americas,Monthly Performance Service,GS Performance Services,Performance - Monthly,IIS Endowments and Foundations;,Melissa Ahern;,Providence College,11/17/2017,11/2/2017,Melissa Ahern,
001G000001jmo3H,006G000000elNRdIAM,1/23/2012,Profuturo GNP,PROFUTURO GNP- EXTERNAL MANAGED ASSETS -23 JAN 2012,80,USD,172695,Active Client,Solutioning,IIS Latin America,Americas,"Profuturo is one of the largest Afores (pension administrators) in Mexico. The company is solely responsible for management and payment of pension, disability and death benefits to Mexico's social security agency workers and their dependents. Mandates will be implemented by end of the year and fund by Q1 2017.",GS Performance Services,Performance - Daily,IIS Latin America;GX Investment Analytics - Americas;,Karen Agredo;Hector Lopez-Camacho;,No Service Provider,3/31/2018,11/8/2017,Eilin Cabutto,8/22 dinner. Profuturo GNP will issue an RFP in October 2016 for asset managers. The STT team met with the head of alternatives and head of asset allocation. Next steps: Rob Trumbull to provide information on ETFs. Jesus Salgado from GA was introduced as the contact for the asset management RFP.-Luis Carlos Ramirez 9/1/2016
001G000001jmo3H,006G000000elNRdIAM,1/23/2012,Profuturo GNP,PROFUTURO GNP- EXTERNAL MANAGED ASSETS -23 JAN 2012,80,USD,67200,Active Client,Solutioning,IIS Latin America,Americas,"Profuturo is one of the largest Afores (pension administrators) in Mexico. The company is solely responsible for management and payment of pension, disability and death benefits to Mexico's social security agency workers and their dependents. Mandates will be implemented by end of the year and fund by Q1 2017.",GS Performance Services,SSIA Compliance,IIS Latin America;GX Investment Analytics - Americas;,Karen Agredo;Hector Lopez-Camacho;,No Service Provider,3/31/2018,11/8/2017,Eilin Cabutto,8/22 dinner. Profuturo GNP will issue an RFP in October 2016 for asset managers. The STT team met with the head of alternatives and head of asset allocation. Next steps: Rob Trumbull to provide information on ETFs. Jesus Salgado from GA was introduced as the contact for the asset management RFP.-Luis Carlos Ramirez 9/1/2016
001G000001jmprU,0061M00000wacglQAA,10/27/2017,Los Angeles County Employee Retirement Association (LACERA),IIS Cross Sell,80,USD,120000,Active Client,Negotiating/Review,IIS Public Funds,Americas,Attribution and EQ Characteristics services,GS Performance Services,Attribution - Portfolio,IIS Public Funds;,Melissa Ahern;Kerrie Lloyd;,Los Angeles County Employee Retirement Association (LACERA),12/31/2017,10/27/2017,Melissa Ahern,
001G000001jmit2,0061600000uMwILAA0,6/1/2017,Allianz Global Investors US,Diamond BO - Performance - Second Wave,75,USD,113875,Active Client,Identified,Asset Manager - Core,Americas,"As part of the overall opportunity for back office conversion of AllianzGI, the Performance & Analytics team will support the following requirements for fund level returns and to allow the Investor Services to provide longer time period returns on Investor. These second wave of funds expected 12/31.",GS Performance Services,Performance - Monthly,Asset Manager - Core;,Karina Tanny;,Northern Trust Corporation,1/1/2018,10/5/2017,Danielle Lee,
001G000001jmqFe,0061M00000vzhDGQAY,9/22/2017,Mercer Canada LTD,Mercer Canada RFI 2018,75,USD,672165,Active Client,Identified,Asset Manager - Boutique,Americas,"Mercer has issued us an NDA for an upcoming RFI. We expect to give a concession in this RFI. EMEA just went through a similar exercise and reduced their fees 50%. We expect ours to be only around a 15% concession on each line, US & CAD to equal a 30% concession overall",GS Performance Services,Performance - Daily,Asset Manager - Boutique;,Brett Fernquist;Michael Oleksak;Michael Newallo;,,12/1/2017,11/20/2017,Michael Oleksak,
001G000001jmt6N,0061M00000vzhSVQAY,9/22/2017,Mercer Global Investments,Mercer US RFI 2018,75,USD,672165,Active Client,Identified,Asset Manager - Boutique,Americas,"Mercer has issued us an NDA for an upcoming RFI. We expect to give a concession in this RFI. EMEA just went through a similar exercise and reduced their fees 50%. We expect ours to be only around a 15% concession on each line, US & CAD to equal a 30% concession overall.",GS Performance Services,Performance - Daily,Asset Manager - Boutique;,Brett Fernquist;Michael Oleksak;,,12/1/2017,11/20/2017,Michael Oleksak,
001G000001jmqFe,0061600000tn95hAAA,5/17/2017,Mercer Canada LTD,Mercer Canada - Target Date Funds - 2018 January,75,USD,9000,Active Client,Identified,Asset Manager - Boutique,Americas,"We are working with Mercer Canada on a new DC target date offering they are starting on 1/1/18. They are requesting a fee proposal for the servicing of the following Fund structure: 13 Target Date fund of funds. Each fund will own a combination of existing Mercer Canada Funds and will be entirely comprised of fund of fund investments. They will be startup funds with Assets expected across the 13 funds in year 1 of 300M, year 2 of 600M. Services will include: Fund Accounting / custody NAV based Performance Expense budgeting Financial Statement prep Transfer Agency",GS Performance Services,Performance - Monthly,Asset Manager - Boutique;,Brett Fernquist;Michael Newallo;,N/A,11/20/2017,11/14/2017,Jenna Aspropotamitis,
001G000001jmt6N,0061M00000uLZ4YQAW,10/18/2017,Mercer Global Investments,Mercer US New Confidential DB Plan win,75,USD,125000,Active Client,Identified,Asset Manager - Boutique,Americas,Mercer has reached out about a new confidential defined benefit plan with an estimated start date of 6/1/2018,GS Performance Services,Performance - Daily,Asset Manager - Boutique;,Jenna Aspropotamitis;Brett Fernquist;,N/A,5/1/2018,10/18/2017,Jenna Aspropotamitis,
001G000001jmqux,0061600000umc7UAAQ,6/30/2017,Minnesota State Board of Investment,IIS Cross Sell - Additional Performance Services,75,USD,90000,Active Client,Negotiating/Review,IIS Public Funds,Americas,"Part of a proposal to address a ""wish list"" for investment analytics solutions to automate manual processes at Minnesota SBI including board book. This includes characteristics reporting and ex post risk",GS Performance Services,Performance - Monthly,IIS Public Funds;,Patrick M Donohoe;Karina Tanny;,None,6/30/2018,10/17/2017,Karina Tanny,on hold given outstanding RFP.-Karina Tanny 10/17/2017
001G000001jmowe,0061600000tDItTAAW,3/21/2017,State of Maryland Retirement System (MSRA),Maryland SRA Total Plan Attribution,70,USD,76250,Active Client,Negotiating/Review,IIS Public Funds,Americas,The intent of the project was to provide MSRA with plan attribution including the reallocation of the effects of their overlay strategy for 2Q 2017.,GS Performance Services,Attribution - Macro/Plan,IIS Public Funds;,Joanne Jackson;William C Collins;Keith Armstrong;,None,11/16/2017,10/24/2017,Keith Armstrong,The configuration is being reworked by IT and we are hopeful to have the April Data complete by the end of October. Once April is complete we’ll engage MSRA for a review and confirmation on required inputs to run May.-Keith Armstrong 10/9/2017
0011600001uCzLd,0061M00000wbJ6iQAE,11/8/2017,New Jersey Division of Investment,IIS Cross Sell,70,USD,32500,Active Client,Solutioning,IIS Public Funds,Americas,Monthly Attribution,GS Performance Services,Attribution - Portfolio,IIS Public Funds;,Melissa Ahern;,FactSet Research Systems Inc.,11/30/2017,11/8/2017,Melissa Ahern,
001G000001jmitk,0061600000sYA2fAAG,2/10/2017,"American Century Companies, Inc.",American Century Liquid Alts Performance,60,USD,87500,Active Client,Negotiating/Review,Asset Manager - Core,Americas,American Century is looking for a performance solution reflecting fully accrued accounting/ their ABOR.,GS Performance Services,Performance - Daily,Asset Manager - Core;,Steven Duncan;Dax Johnson;,State Street Bank And Trust (US),10/16/2017,10/2/2017,Christopher Figueroa,"Spoke with Keith Nguyen 6/23. ACI currently has several priorities driven by regulatory matters. This still an active deal, but may be delayed a couple months while other initiatives take priority.-Dax Johnson 6/27/2017"
001G000001jmrWl,0061M00000wbHR5QAM,11/7/2017,Sprott Asset Management LP,Performance & Compliance - Sprott S202.0,50,USD,3000,Active Client,Negotiating/Review,Asset Manager - Core,Americas,Sprott is looking for a performance & analytics solution to replace Charles River. They have no current solution given their Charles River subscription was included in the sale of their mutual funds arm to NewCo.,GS Performance Services,Attribution - Portfolio,Offshore Toronto (Cayman);Asset Manager - Core;,,Charles River Development,3/31/2018,11/13/2017,Karina Tanny,
001G000001jmlSC,0061M00000vzgz9QAA,9/22/2017,Goldman Sachs,GS MM Alternatives Fund: New Manager (Crabel),50,USD,11000,Active Client,Identified,Asset Manager - Global,Americas,Goldman is launching 2 externally managed sleeves for Crabel within their Multi-Manager Alternatives fund,GS Performance Services,Performance - Daily,Asset Manager - Global;,Geoffrey Brainard;,,1/31/2018,9/22/2017,Geoffrey Brainard,
001G000001jmih2,0061600000iraCKAAY,5/28/2015,Afore Banamex SA de CV,AFORE CitiBANAMEX - Mandates,50,USD,50000,Non Client,Solutioning,Asset Manager - Global,Americas,"Afore Banamex is a founder organization in the Administration system for Retirement Funds, recognized for optimizing investment portfolios, leader in service provision and with over 14 years' experience, which makes it one of the leading companies in the market. This is our biggest prospect in Mexico with $3 billion in “live” global equities mandates. $1.26 billion in European equity, $600 million in Asia Pacific equity and $230 million in global equity run by Schroders. A fourth mandate in commodities was announced back in 2014 but is still in the works and is expected to be launched in late 2017. For its European equity mandate, Schroders runs $397 million, Pioneer Investments $337 million, BlackRock $213 million, Franklin Templeton $175 million and BNP Paribas $134 million. The most recent addition, the $600 million Asian Pacific including Japan equity mandate, currently has Pioneer Investments running $150 million with the rest set to be distributed evenly between three other selected groups: BlackRock, Nomura Asset Management and Wellington Asset Management. This profile is for servicing their externally managed assets and servicing includes custody, daily accounting, risk services. SSIA's compliance monitoring and performance are also being discussed as well as transition management.",GS Performance Services,Performance - Monthly,Asset Manager - Global;GX Investment Analytics - Americas;,Hector Lopez-Camacho;,State Street Bank And Trust (US),12/15/2021,11/20/2017,Hector Lopez-Camacho,"We are now working actively on this deal. On November 17, I send the client NDA to receive holdings and transaction to start working on a proposal.-Hector Lopez-Camacho 11/20/2017"
001G000001jmlSC,0061600000w85DiAAI,9/8/2017,Goldman Sachs,GS MM Alternatives Fund: New Manager (Halcyon),50,USD,5500,Active Client,Identified,Asset Manager - Global,Americas,Goldman is launching a new manager sleeve (Halcyon) within their Multi-Manager Alternatives Fund.,GS Performance Services,Performance - Daily,Asset Manager - Global;,Geoffrey Brainard;David Schiller;,,12/15/2017,9/8/2017,Geoffrey Brainard,
001G000001jmlRz,0061600000vSmyvAAC,8/8/2017,Russell Investments,Performance Revenue Uplift,50,USD,1800000,Active Client,Negotiating/Review,Asset Manager - Global,Americas,Performance Revenue Uplift associated with recent RFP,GS Performance Services,Performance - Daily,Asset Manager - Global;,Melissa Ahern;Andrea Sharp;,N/A,12/31/2017,11/1/2017,Melissa Ahern,
0011600001zuPRD,0061600000pYqC8AAK,7/28/2016,Brighthouse Financial,Brighthouse - Variable Insurance Products - 28 Jul 2016,50,USD,300000,Non Client,Identified,ISA Insurance,Americas,"As part of the evaluation of services related to the separation of MetLife's retail life insurance business, they have been gathering indicative fee estimates for work currently done in-house in preparation of a spinoff or IPO. Part of this evaluation is the variable annuity business. We have asked MetLife to fill out our standard questionnaire and are now reverting with an indicative fee proposal.",GS Performance Services,Performance - Daily,ISA Insurance;,Michael Oleksak;,Chubb US Holding Inc.,12/20/2017,11/8/2017,Michael Oleksak,"we heard today from Adam Taylor of MetLife Procurement (working on behalf of Brighthouse): ""Quick update regarding the reporting discussion. I was intending to deliver a detailed list of reporting requirements today, but the team still developing that list. They’ll need about a week longer. I’ll keep you posted if they finish earlier so we can set up a conversation between the business and State Street."" We are hold until we understand their reporting requirements and match it to what we have or commit to develop.-Michael Oleksak 11/8/2017"
001G000001jmsoV,0061600000tlM34AAE,5/4/2017,Knight Vinke Asset Management,KV Fund Launch - KVEP III LP - Aug 2017,50,USD,25000,Active Client,Identified,Offshore Toronto (Cayman),Americas,KV is launching a new fund with an expected AUM of $500 M,GS Performance Services,Performance - Monthly,Offshore Toronto (Cayman);,Hellen Bangura;,,12/15/2017,11/20/2017,Hellen Bangura,
001G000001jmrWl,0061M00000wbHR5QAM,11/7/2017,Sprott Asset Management LP,Performance & Compliance - Sprott S202.0,50,USD,15000,Active Client,Negotiating/Review,Offshore Toronto (Cayman),Americas,Sprott is looking for a performance & analytics solution to replace Charles River. They have no current solution given their Charles River subscription was included in the sale of their mutual funds arm to NewCo.,GS Performance Services,Custom Reporting & Extracts,Offshore Toronto (Cayman);Asset Manager - Core;,,Charles River Development,3/31/2018,11/13/2017,Karina Tanny,
001G000001jmrWl,0061M00000wbHR5QAM,11/7/2017,Sprott Asset Management LP,Performance & Compliance - Sprott S202.0,50,USD,8500,Active Client,Negotiating/Review,Offshore Toronto (Cayman),Americas,Sprott is looking for a performance & analytics solution to replace Charles River. They have no current solution given their Charles River subscription was included in the sale of their mutual funds arm to NewCo.,GS Performance Services,Attribution - Portfolio,Offshore Toronto (Cayman);Asset Manager - Core;,,Charles River Development,3/31/2018,11/13/2017,Karina Tanny,
001G000001jmsrq,0061600000nNnMPAA0,3/9/2016,E.I. du Pont de Nemours and Company,Dupont Merger - 9 Mar 2016,50,USD,0,Active Client,Identified,IIS Strategic,Americas,DuPont and Dow Chemical will be merging. Once they merger DuPont and Dow will split into three new entities in 2018/ 2019 . The planned breakup into three entities will take approx. 18 months after the deal closes.,GS Performance Services,Performance - Monthly,IIS Strategic;GM Sales & Trading - Americas;Retiree Services;,Jack L Saraf;Dennis M Frasu;,,3/30/2018,11/7/2017,Jack L Saraf,"DOW and DuPont have received all required regulatory approvals. The companies "" merger of equals"" was completed on August 31, 2017. The planned breakup into three entities will take approx. 18 months after the deal closes.-Jack L Saraf 11/7/2017"
001G000001jmlp3,0061600000qv5fiAAA,10/19/2016,FCA US LLC.,IIS Cross sell - Active Analytics - 19 Oct 2016,50,USD,30000,Active Client,Negotiating/Review,IIS Strategic,Americas,Active Analytics solution for FCA US and CAD plans,GS Performance Services,Custom Reporting & Extracts,IIS Strategic;,Kathy M MacVarish;Karina Tanny;,None,12/29/2017,10/17/2017,Karina Tanny,
001G000001jmq7g,0061600000vSmg0AAC,8/8/2017,Workplace Safety and Insurance Board (WSIB),IIS Cross Sell - Custom Dictionary,50,USD,18500,Active Client,Negotiating/Review,IIS Canada,Americas,Request for custom classifications.,GS Performance Services,Custom Reporting & Extracts,IIS Canada;,Karina Tanny;,None,11/30/2017,8/8/2017,Karina Tanny,
001G000001jmosm,0061600000tEEaLAAW,3/30/2017,The Insurance Corporation of British Columbia,ICBC RFP,50,USD,39266,Active Client,Identified,IIS Canada,Americas,ICBC will be issuing a RFP as part of their governance requirement to go to market every 5 years. The RFP is expected to be issued in June 2017.,GS Performance Services,Performance - Daily,IIS Canada;PE RE - Americas;,Kevin Knight;,,11/30/2017,10/31/2017,Kevin Knight,RFP presentation took place on 10/27. Awaiting feedback and decision from ICBC which will likely not occur until end of November.-Kevin Knight 30/10/2017
